Transaction_ID,Date,Stock_Symbol,Sector,Transaction_Type,Quantity,Price_Per_Share,Gross_Value,Brokerage,STT,Net_Value,Broker,Exchange,Currency
TXN00929,17-06-2024,MARUTI,Auto,BUY,68,12851.77,873920.36,262.18,873.92,875056.46,Zerodha,NSE,INR
TXN00930,15-06-2024,SBIN,Banking,BUY,6,799.53,4797.18,1.44,4.8,4803.42,HDFC Sec,NSE,INR
TXN00931,12-06-2024,BAJFINANCE,Finance,SELL,6,8130.56,48783.36,14.64,48.78,48719.94,Zerodha,NSE,INR
TXN00932,20-10-2023,HDFCBANK,Banking,SELL,51,1518.51,77444.01,23.23,77.44,77343.34,Angel One,NSE,INR
TXN00933,13-06-2024,INFY,IT,BUY,79,1709.29,135033.91,40.51,135.03,135209.45,Groww,NSE,INR
TXN00934,27-05-2024,SBIN,Banking,BUY,58,890.16,51629.28,15.49,51.63,51696.4,Zerodha,NSE,INR
TXN00935,07-02-2024,INFY,IT,BUY,90,1896.33,170669.7,51.2,170.67,170891.57,Angel One,NSE,INR
TXN00936,26-07-2023,ICICIBANK,Banking,SELL,23,1211.88,27873.24,8.36,27.87,27837.01,Angel One,NSE,INR
TXN00937,07-05-2023,TCS,IT,BUY,89,3607.6,321076.4,96.32,321.08,321493.8,Zerodha,NSE,INR
TXN00938,29-03-2023,TCS,IT,SELL,82,4141.29,339585.78,101.88,339.59,339144.31,HDFC Sec,NSE,INR
TXN00939,23-01-2024,BAJFINANCE,Finance,BUY,66,7583.24,500493.84,150.15,500.49,501144.48,HDFC Sec,NSE,INR
TXN00940,03-06-2023,BAJFINANCE,Finance,SELL,22,6128.52,134827.44,40.45,134.83,134652.16,Groww,NSE,INR
TXN00941,05-03-2024,INFY,IT,BUY,92,1581.41,145489.72,43.65,145.49,145678.86,Upstox,NSE,INR
TXN00942,05-07-2023,WIPRO,IT,SELL,58,545.21,31622.18,9.49,31.62,31581.07,Zerodha,NSE,INR
TXN00943,13-01-2023,INFY,IT,SELL,1,1991.73,1991.73,0.6,1.99,1989.14,Angel One,NSE,INR
TXN00944,20-05-2024,SBIN,Banking,BUY,70,896.36,62745.2,18.82,62.75,62826.77,Groww,NSE,INR
TXN00945,24-02-2024,HDFCBANK,Banking,SELL,61,1663.19,101454.59,30.44,101.45,101322.7,Angel One,NSE,INR
TXN00946,12-10-2023,TCS,IT,BUY,1,4018.42,4018.42,1.21,4.02,4023.65,HDFC Sec,NSE,INR
TXN00947,09-07-2023,TATAMOTORS,Auto,BUY,27,1041.23,28113.21,8.43,28.11,28149.75,Groww,NSE,INR
TXN00948,03-02-2023,RELIANCE,Energy,BUY,5,2928.75,14643.75,4.39,14.64,14662.78,HDFC Sec,NSE,INR
TXN00949,22-04-2023,MARUTI,Auto,BUY,12,11744.16,140929.92,42.28,140.93,141113.13,Angel One,NSE,INR
TXN00950,11-04-2024,INFY,IT,BUY,37,1572.2,58171.4,17.45,58.17,58247.02,HDFC Sec,NSE,INR
TXN00951,27-11-2023,ICICIBANK,Banking,SELL,12,1389.22,16670.64,5,16.67,16648.97,Upstox,NSE,INR
TXN00952,08-03-2023,BAJFINANCE,Finance,SELL,98,7782.16,762651.68,228.8,762.65,761660.23,Upstox,NSE,INR
TXN00953,04-12-2023,SBIN,Banking,SELL,89,721.19,64185.91,19.26,64.19,64102.46,HDFC Sec,NSE,INR
TXN00954,01-03-2023,BAJFINANCE,Finance,BUY,90,7152.5,643725,193.12,643.73,644561.85,Zerodha,NSE,INR
TXN00955,10-05-2024,MARUTI,Auto,BUY,81,13361.48,1082279.88,324.68,1082.28,1083686.84,HDFC Sec,NSE,INR
TXN00956,22-06-2024,WIPRO,IT,SELL,41,498.84,20452.44,6.14,20.45,20425.85,HDFC Sec,NSE,INR
TXN00957,16-06-2024,MARUTI,Auto,SELL,17,11951.95,203183.15,60.95,203.18,202919.02,Angel One,NSE,INR
TXN00958,25-10-2023,SBIN,Banking,BUY,79,884.84,69902.36,20.97,69.9,69993.23,Groww,NSE,INR
TXN00959,01-08-2023,RELIANCE,Energy,BUY,60,2479.29,148757.4,44.63,148.76,148950.79,HDFC Sec,NSE,INR
TXN00960,06-08-2023,BAJFINANCE,Finance,SELL,43,6916.91,297427.13,89.23,297.43,297040.47,Zerodha,NSE,INR
TXN00961,12-11-2023,HDFCBANK,Banking,BUY,33,1712.35,56507.55,16.95,56.51,56581.01,Upstox,NSE,INR
TXN00962,27-04-2023,TATAMOTORS,Auto,BUY,99,964.25,95460.75,28.64,95.46,95584.85,Upstox,NSE,INR
TXN00963,29-06-2023,ICICIBANK,Banking,BUY,73,1191.64,86989.72,26.1,86.99,87102.81,Groww,NSE,INR
TXN00964,30-04-2024,ICICIBANK,Banking,SELL,87,1353.18,117726.66,35.32,117.73,117573.61,Zerodha,NSE,INR
TXN00965,10-12-2023,INFY,IT,SELL,81,1740.29,140963.49,42.29,140.96,140780.24,Angel One,NSE,INR
TXN00966,20-11-2023,BAJFINANCE,Finance,SELL,8,8011.19,64089.52,19.23,64.09,64006.2,HDFC Sec,NSE,INR
TXN00967,29-12-2023,TATAMOTORS,Auto,SELL,74,812.83,60149.42,18.04,60.15,60071.23,Zerodha,NSE,INR
TXN00968,20-01-2024,INFY,IT,SELL,4,1634.74,6538.96,1.96,6.54,6530.46,HDFC Sec,NSE,INR
TXN00969,30-04-2023,INFY,IT,BUY,50,1787.27,89363.5,26.81,89.36,89479.67,Upstox,NSE,INR
TXN00970,30-03-2023,ICICIBANK,Banking,SELL,35,1307.43,45760.05,13.73,45.76,45700.56,Angel One,NSE,INR
TXN00971,21-06-2024,HDFCBANK,Banking,BUY,39,1557.59,60746.01,18.22,60.75,60824.98,Upstox,NSE,INR
TXN00972,05-04-2023,INFY,IT,BUY,5,1546.42,7732.1,2.32,7.73,7742.15,Angel One,NSE,INR
TXN00973,14-07-2023,TATAMOTORS,Auto,BUY,62,814.61,50505.82,15.15,50.51,50571.48,Upstox,NSE,INR
TXN00974,02-12-2023,SBIN,Banking,SELL,68,866.48,58920.64,17.68,58.92,58844.04,Groww,NSE,INR
TXN00975,30-07-2023,TCS,IT,BUY,67,4276.9,286552.3,85.97,286.55,286924.82,Zerodha,NSE,INR
TXN00976,05-01-2023,SBIN,Banking,BUY,67,782.68,52439.56,15.73,52.44,52507.73,Upstox,NSE,INR
TXN00977,08-12-2023,RELIANCE,Energy,BUY,77,2957.12,227698.24,68.31,227.7,227994.25,Angel One,NSE,INR
TXN00978,24-01-2023,RELIANCE,Energy,SELL,99,2466.61,244194.39,73.26,244.19,243876.94,HDFC Sec,NSE,INR
TXN00979,25-07-2023,WIPRO,IT,SELL,27,531.24,14343.48,4.3,14.34,14324.84,Groww,NSE,INR
TXN00980,01-05-2023,WIPRO,IT,SELL,41,475.83,19509.03,5.85,19.51,19483.67,Upstox,NSE,INR
TXN00981,10-06-2024,INFY,IT,BUY,15,1570.19,23552.85,7.07,23.55,23583.47,,NSE,INR
TXN00982,05-10-2023,HDFCBANK,Banking,SELL,71,1640.67,116487.57,34.95,116.49,116336.13,Groww,NSE,INR
TXN00983,15-11-2023,WIPRO,IT,BUY,22,521.33,11469.26,3.44,11.47,11484.17,HDFC Sec,NSE,INR
TXN00984,30-01-2023,ICICIBANK,Banking,BUY,7,1244.97,8714.79,2.61,8.71,8726.11,Angel One,NSE,INR
TXN00985,12-03-2024,RELIANCE,Energy,BUY,7,2468.98,17282.86,5.18,17.28,17305.32,Angel One,NSE,INR
TXN00986,31-12-2023,INFY,IT,SELL,76,1857.46,141166.96,42.35,141.17,140983.44,Upstox,NSE,INR
TXN00987,21-04-2024,ICICIBANK,Banking,BUY,92,1347.14,123936.88,37.18,123.94,124098,HDFC Sec,NSE,INR
TXN00988,10-04-2023,INFY,IT,SELL,90,1536.28,138265.2,41.48,138.27,138085.45,Angel One,NSE,INR
TXN00989,26-04-2024,WIPRO,IT,SELL,91,538.23,48978.93,14.69,48.98,48915.26,Groww,NSE,INR
TXN00990,08-01-2024,HDFCBANK,Banking,SELL,79,1446.85,114301.15,34.29,114.3,114152.56,Angel One,NSE,INR
TXN00991,29-11-2023,INFY,IT,SELL,86,1854.8,159512.8,47.85,159.51,159305.44,Angel One,NSE,INR
TXN00992,26-12-2023,SBIN,Banking,BUY,61,695.85,42446.85,12.73,42.45,42502.03,Angel One,NSE,INR
TXN00993,11-05-2023,SBIN,Banking,SELL,37,894.02,33078.74,9.92,33.08,33035.74,HDFC Sec,NSE,INR
TXN00994,30-11-2023,TCS,IT,BUY,92,3789.65,348647.8,104.59,348.65,349101.04,HDFC Sec,NSE,INR
TXN00995,15-02-2024,TCS,IT,SELL,69,4242.14,292707.66,87.81,292.71,292327.14,HDFC Sec,NSE,INR
TXN00996,08-05-2024,BAJFINANCE,Finance,BUY,32,6543.17,209381.44,62.81,209.38,209653.63,Angel One,NSE,INR
TXN00997,21-03-2024,TCS,IT,SELL,89,3713.64,330513.96,99.15,330.51,330084.3,HDFC Sec,NSE,INR
TXN00998,21-03-2023,ICICIBANK,Banking,BUY,31,1246.43,38639.33,11.59,38.64,38689.56,HDFC Sec,NSE,INR
TXN00999,30-11-2023,SBIN,Banking,SELL,77,716.28,55153.56,16.55,55.15,55081.86,HDFC Sec,NSE,INR
TXN01000,20-02-2024,TCS,IT,SELL,23,4276.77,98365.71,29.51,98.37,98237.83,Zerodha,NSE,INR
TXN01001,02-12-2023,MARUTI,Auto,SELL,77,11032.79,849524.83,254.86,849.52,848420.45,Angel One,NSE,INR
TXN01002,31-05-2023,RELIANCE,Energy,BUY,18,,44208.9,13.26,44.21,44266.37,Groww,NSE,INR
TXN01003,20-07-2023,SBIN,Banking,SELL,50,817.6,40880,12.26,40.88,40826.86,Groww,NSE,INR
TXN01004,21-03-2024,ICICIBANK,Banking,SELL,87,1156.1,100580.7,30.17,100.58,100449.95,Upstox,NSE,INR
TXN01005,11-05-2023,TCS,IT,SELL,79,3996.79,315746.41,94.72,315.75,315335.94,Upstox,NSE,INR
TXN01006,01-01-2023,RELIANCE,Energy,BUY,71,2690.15,191000.65,57.3,191,191248.95,HDFC Sec,NSE,INR
TXN01007,29-08-2023,ICICIBANK,Banking,BUY,37,1085.98,40181.26,12.05,40.18,40233.49,Angel One,NSE,INR
TXN01008,20-02-2024,MARUTI,Auto,SELL,41,12103.51,496243.91,148.87,496.24,495598.8,Angel One,NSE,INR
TXN01009,01-05-2024,BAJFINANCE,Finance,BUY,85,7196.1,611668.5,183.5,611.67,612463.67,Groww,NSE,INR
TXN01010,07-06-2023,HDFCBANK,Banking,SELL,47,1646.93,77405.71,23.22,77.41,77305.08,Upstox,NSE,INR
TXN01011,28-05-2023,INFY,IT,BUY,10,1558,15580,4.67,15.58,15600.25,Angel One,NSE,INR
TXN01012,21-05-2023,BAJFINANCE,Finance,BUY,18,8111.7,146010.6,43.8,146.01,146200.41,Angel One,NSE,INR
TXN01013,04-07-2023,SBIN,Banking,SELL,90,905.64,81507.6,24.45,81.51,81401.64,Angel One,NSE,INR
TXN01014,30-12-2023,TATAMOTORS,Auto,SELL,58,928.38,53846.04,16.15,53.85,53776.04,Groww,NSE,INR
TXN01015,31-08-2023,INFY,IT,SELL,1,1710.51,1710.51,0.51,1.71,1708.29,HDFC Sec,NSE,INR
TXN01016,04-02-2023,WIPRO,IT,SELL,70,496.36,34745.2,10.42,34.75,34700.03,Zerodha,NSE,INR
TXN01017,08-05-2024,MARUTI,Auto,BUY,48,12437.26,596988.48,179.1,596.99,597764.57,Zerodha,NSE,INR
TXN01018,21-04-2024,INFY,IT,SELL,68,1870.85,127217.8,38.17,127.22,127052.41,HDFC Sec,NSE,INR
TXN01019,09-09-2023,TCS,IT,BUY,79,3927.33,310259.07,93.08,310.26,310662.41,Angel One,NSE,INR
TXN01020,24-02-2023,TCS,IT,SELL,70,4115.37,288075.9,86.42,288.08,287701.4,Upstox,NSE,INR
TXN01021,08-06-2024,TATAMOTORS,Auto,SELL,61,1029.38,62792.18,18.84,62.79,62710.55,Angel One,NSE,INR
TXN01022,29-10-2023,MARUTI,Auto,SELL,54,13376.8,722347.2,216.7,722.35,721408.15,Upstox,NSE,INR
TXN01023,24-09-2023,INFY,IT,SELL,77,1506.05,115965.85,34.79,115.97,115815.09,Zerodha,NSE,INR
TXN01024,26-10-2023,SBIN,Banking,BUY,74,828.99,61345.26,18.4,61.35,61425.01,HDFC Sec,NSE,INR
TXN01025,01-06-2024,RELIANCE,Energy,BUY,11,2620.93,28830.23,8.65,28.83,28867.71,Zerodha,NSE,INR
TXN01026,09-10-2023,WIPRO,IT,SELL,79,472.06,37292.74,11.19,37.29,37244.26,Upstox,NSE,INR
TXN01027,04-06-2023,RELIANCE,Energy,BUY,78,3002.8,234218.4,70.27,234.22,234522.89,Angel One,NSE,INR
TXN01028,11-05-2024,ICICIBANK,Banking,BUY,34,1343.59,45682.06,13.7,45.68,45741.44,Groww,NSE,INR
TXN01029,29-05-2023,TATAMOTORS,Auto,BUY,44,1053.17,46339.48,13.9,46.34,46399.72,HDFC Sec,NSE,INR
TXN01030,28-01-2024,INFY,IT,SELL,97,1927.25,186943.25,56.08,186.94,186700.23,Groww,NSE,INR
TXN01031,20-12-2023,SBIN,Banking,BUY,22,864.92,19028.24,5.71,19.03,19052.98,Zerodha,NSE,INR
TXN01032,21-06-2023,WIPRO,IT,BUY,15,549.09,8236.35,2.47,8.24,8247.06,Angel One,NSE,INR
TXN01033,24-01-2024,BAJFINANCE,Finance,BUY,61,7049.37,430011.57,129,430.01,430570.58,Angel One,NSE,INR
TXN01034,13-01-2023,SBIN,Banking,SELL,68,752.32,51157.76,15.35,51.16,51091.25,Upstox,NSE,INR
TXN01035,10-04-2023,SBIN,Banking,BUY,41,781.33,32034.53,9.61,32.03,32076.17,HDFC Sec,NSE,INR
TXN01036,10-12-2023,ICICIBANK,Banking,SELL,56,1398.33,78306.48,23.49,78.31,78204.68,Upstox,NSE,INR
TXN01037,17-04-2024,WIPRO,IT,SELL,33,556.25,18356.25,5.51,18.36,18332.38,Groww,NSE,INR
TXN01038,04-07-2023,MARUTI,Auto,SELL,67,13514.36,905462.12,271.64,905.46,904285.02,Upstox,NSE,INR
TXN01039,13-01-2023,TATAMOTORS,Auto,BUY,2,810.51,1621.02,0.49,1.62,1623.13,Angel One,NSE,INR
TXN01040,26-12-2023,TCS,IT,SELL,88,3929.56,345801.28,103.74,345.8,345351.74,Groww,NSE,INR
TXN01041,05-04-2023,WIPRO,IT,BUY,5,472.04,2360.2,0.71,2.36,2363.27,Zerodha,NSE,INR
TXN01042,03-05-2023,MARUTI,Auto,BUY,28,13087.27,366443.56,109.93,366.44,366919.93,Zerodha,NSE,INR
TXN01043,24-04-2023,MARUTI,Auto,BUY,85,11112.15,944532.75,283.36,944.53,945760.64,Groww,NSE,INR
TXN01044,09-04-2024,WIPRO,IT,BUY,85,478.57,40678.45,12.2,40.68,40731.33,Upstox,NSE,INR
TXN01045,21-09-2023,BAJFINANCE,Finance,SELL,86,7509.43,645810.98,193.74,645.81,644971.43,Groww,NSE,INR
TXN01046,02-02-2024,TCS,IT,SELL,8,3639.43,29115.44,8.73,29.12,29077.59,Upstox,NSE,INR
TXN01047,27-03-2024,RELIANCE,Energy,BUY,34,2596.92,88295.28,26.49,88.3,88410.07,Zerodha,NSE,INR
TXN01048,02-07-2023,SBIN,Banking,SELL,26,926.5,24089,7.23,24.09,24057.68,Angel One,NSE,INR
TXN01049,12-08-2023,TCS,IT,SELL,99,3483.33,344849.67,103.45,344.85,344401.37,HDFC Sec,NSE,INR
TXN01050,16-04-2023,TCS,IT,SELL,92,4382.75,403213,120.96,403.21,402688.83,Zerodha,NSE,INR
TXN01051,01-04-2024,TCS,IT,SELL,94,3397.38,319353.72,95.81,319.35,318938.56,Zerodha,NSE,INR
TXN01052,08-02-2023,SBIN,Banking,BUY,82,724.67,59422.94,17.83,59.42,59500.19,Angel One,NSE,INR
TXN01053,04-01-2023,WIPRO,IT,SELL,43,456.7,19638.1,5.89,19.64,19612.57,HDFC Sec,NSE,INR
TXN01054,20-08-2023,SBIN,Banking,BUY,52,804.69,41843.88,12.55,41.84,41898.27,Zerodha,NSE,INR
TXN01055,05-05-2023,BAJFINANCE,Finance,SELL,100,8067.35,806735,242.02,806.74,805686.24,HDFC Sec,NSE,INR
TXN01056,07-11-2023,TATAMOTORS,Auto,SELL,46,,49403.54,14.82,49.4,49339.32,Angel One,NSE,INR
TXN01057,10-01-2024,RELIANCE,Energy,BUY,83,2911.11,241622.13,72.49,241.62,241936.24,,NSE,INR
TXN01058,27-07-2023,ICICIBANK,Banking,SELL,59,1075.19,63436.21,19.03,63.44,63353.74,Groww,NSE,INR
TXN01059,03-11-2023,TATAMOTORS,Auto,BUY,50,818.71,40935.5,12.28,40.94,40988.72,Angel One,NSE,INR
TXN01060,28-03-2023,TCS,IT,SELL,46,4052.82,186429.72,55.93,186.43,186187.36,Angel One,NSE,INR
TXN01061,02-09-2023,HDFCBANK,Banking,BUY,25,1445.01,36125.25,10.84,36.13,36172.22,Angel One,NSE,INR
TXN01062,26-05-2024,BAJFINANCE,Finance,SELL,70,6169.17,431841.9,129.55,431.84,431280.51,HDFC Sec,NSE,INR
TXN01063,14-12-2023,SBIN,Banking,BUY,3,923.38,2770.14,0.83,2.77,2773.74,Zerodha,NSE,INR
TXN01064,02-05-2023,ICICIBANK,Banking,SELL,6,1336.19,8017.14,2.41,8.02,8006.71,Groww,NSE,INR
TXN01065,27-08-2023,TATAMOTORS,Auto,BUY,87,938.14,81618.18,24.49,81.62,81724.29,Zerodha,NSE,INR
TXN01066,27-04-2024,RELIANCE,Energy,BUY,63,2997.79,188860.77,56.66,188.86,189106.29,HDFC Sec,NSE,INR
TXN01067,15-01-2023,RELIANCE,Energy,BUY,84,2583.85,217043.4,65.11,217.04,217325.55,Groww,NSE,INR
TXN01068,24-06-2023,RELIANCE,Energy,SELL,13,3139.92,40818.96,12.25,40.82,40765.89,HDFC Sec,NSE,INR
TXN01069,24-05-2024,TCS,IT,BUY,14,4271.83,59805.62,17.94,59.81,59883.37,HDFC Sec,NSE,INR
TXN01070,12-12-2023,MARUTI,Auto,SELL,26,11452.15,297755.9,89.33,297.76,297368.81,Angel One,NSE,INR
TXN01071,26-11-2023,ICICIBANK,Banking,BUY,88,1090.08,95927.04,28.78,95.93,96051.75,Groww,NSE,INR
TXN01072,04-05-2023,RELIANCE,Energy,BUY,43,2878.19,123762.17,37.13,123.76,123923.06,Upstox,NSE,INR
TXN01073,18-06-2023,INFY,IT,SELL,22,1885.21,41474.62,12.44,41.47,41420.71,Angel One,NSE,INR
TXN01074,13-04-2023,HDFCBANK,Banking,BUY,6,,10961.28,3.29,10.96,10975.53,HDFC Sec,NSE,INR
TXN01075,24-03-2023,BAJFINANCE,Finance,SELL,3,7691.42,23074.26,6.92,23.07,23044.27,Zerodha,NSE,INR
TXN01076,02-03-2024,RELIANCE,Energy,SELL,12,2530.71,30368.52,9.11,30.37,30329.04,Angel One,NSE,INR
TXN01077,19-06-2024,INFY,IT,SELL,82,1595.73,130849.86,39.25,130.85,130679.76,Angel One,NSE,INR
TXN01078,04-07-2023,BAJFINANCE,Finance,BUY,23,6544.61,150526.03,45.16,150.53,150721.72,Angel One,NSE,INR
TXN01079,23-12-2023,MARUTI,Auto,SELL,81,14188.62,1149278.22,344.78,1149.28,1147784.16,,NSE,INR
TXN01080,26-06-2024,RELIANCE,Energy,BUY,25,2848.48,71212,21.36,71.21,71304.57,Zerodha,NSE,INR
TXN01081,20-04-2024,MARUTI,Auto,BUY,98,11982.13,1174248.74,352.27,1174.25,1175775.26,Groww,NSE,INR
TXN01082,30-04-2024,WIPRO,IT,BUY,15,441.62,6624.3,1.99,6.62,6632.91,Angel One,NSE,INR
TXN01083,08-01-2024,INFY,IT,BUY,6,1571.37,9428.22,2.83,9.43,9440.48,Upstox,NSE,INR
TXN01084,14-02-2023,HDFCBANK,Banking,SELL,43,1588.25,68294.75,20.49,68.29,68205.97,Zerodha,NSE,INR
TXN01085,30-01-2023,RELIANCE,Energy,BUY,23,,72608.24,21.78,72.61,72702.63,Angel One,NSE,INR
TXN01086,30-11-2023,TATAMOTORS,Auto,SELL,31,840.58,26057.98,7.82,26.06,26024.1,Angel One,NSE,INR
TXN01087,23-04-2023,HDFCBANK,Banking,BUY,42,1740.08,73083.36,21.93,73.08,73178.37,Upstox,NSE,INR
TXN01088,24-07-2023,HDFCBANK,Banking,SELL,95,1424.66,135342.7,40.6,135.34,135166.76,Angel One,NSE,INR
TXN01089,25-02-2023,HDFCBANK,Banking,SELL,75,1412.74,105955.5,31.79,105.96,105817.75,Angel One,NSE,INR
TXN01090,02-07-2023,INFY,IT,SELL,79,1600.99,126478.21,37.94,126.48,126313.79,Angel One,NSE,INR
TXN01091,03-01-2024,ICICIBANK,Banking,BUY,93,1095.83,101912.19,30.57,101.91,102044.67,Upstox,NSE,INR
TXN01092,15-10-2023,HDFCBANK,Banking,BUY,5,1540.24,7701.2,2.31,7.7,7711.21,Groww,NSE,INR
TXN01093,25-06-2023,TCS,IT,SELL,59,4311.43,254374.37,76.31,254.37,254043.69,Upstox,NSE,INR
TXN01094,24-06-2023,HDFCBANK,Banking,BUY,78,1807.79,141007.62,42.3,141.01,141190.93,HDFC Sec,NSE,INR
TXN01095,18-06-2024,TATAMOTORS,Auto,SELL,12,1051.18,12614.16,3.78,12.61,12597.77,Angel One,NSE,INR
TXN01096,15-01-2023,HDFCBANK,Banking,SELL,60,1664.51,99870.6,29.96,99.87,99740.77,Angel One,NSE,INR
TXN01097,02-06-2023,HDFCBANK,Banking,BUY,56,1497.45,83857.2,25.16,83.86,83966.22,HDFC Sec,NSE,INR
TXN01098,26-04-2024,RELIANCE,Energy,BUY,6,2730.93,16385.58,4.92,16.39,16406.89,HDFC Sec,NSE,INR
TXN01099,11-04-2023,RELIANCE,Energy,SELL,51,2737.59,139617.09,41.89,139.62,139435.58,Angel One,NSE,INR
TXN01100,21-02-2024,SBIN,Banking,BUY,72,746.94,53779.68,16.13,53.78,53849.59,Groww,NSE,INR
TXN01101,17-01-2023,INFY,IT,BUY,31,1675.66,51945.46,15.58,51.95,52012.99,Angel One,NSE,INR
TXN01102,10-04-2024,WIPRO,IT,BUY,59,458.26,27037.34,8.11,27.04,27072.49,Angel One,NSE,INR
TXN01103,15-01-2024,INFY,IT,BUY,52,1946.45,101215.4,30.36,101.22,101346.98,Angel One,NSE,INR
TXN01104,07-12-2023,RELIANCE,Energy,SELL,10,,31027.2,9.31,31.03,30986.86,HDFC Sec,NSE,INR
TXN01105,01-08-2023,RELIANCE,Energy,SELL,97,2629.14,255026.58,76.51,255.03,254695.04,Zerodha,NSE,INR
TXN01106,11-06-2024,MARUTI,Auto,BUY,95,13928.18,1323177.1,396.95,1323.18,1324897.23,Upstox,NSE,INR
TXN01107,11-02-2023,RELIANCE,Energy,SELL,47,2473.21,116240.87,34.87,116.24,116089.76,Upstox,NSE,INR
TXN01108,29-07-2023,ICICIBANK,Banking,BUY,72,1110.17,79932.24,23.98,79.93,80036.15,Groww,NSE,INR
TXN01109,03-08-2023,ICICIBANK,Banking,SELL,15,1133.56,17003.4,5.1,17,16981.3,Groww,NSE,INR
TXN01110,11-10-2023,ICICIBANK,Banking,SELL,35,1175.65,41147.75,12.34,41.15,41094.26,Zerodha,NSE,INR
TXN01111,28-05-2024,TCS,IT,SELL,58,3751.19,217569.02,65.27,217.57,217286.18,HDFC Sec,NSE,INR
TXN01112,07-04-2024,TCS,IT,SELL,69,3865.09,266691.21,80.01,266.69,266344.51,,NSE,INR
TXN01113,12-07-2023,ICICIBANK,Banking,BUY,89,1340.66,119318.74,35.8,119.32,119473.86,Angel One,NSE,INR
TXN01114,20-03-2023,TCS,IT,SELL,23,3408.8,78402.4,23.52,78.4,78300.48,Zerodha,NSE,INR
TXN01115,23-05-2024,INFY,IT,BUY,90,1632.37,146913.3,44.07,146.91,147104.28,Groww,NSE,INR
TXN01116,28-10-2023,HDFCBANK,Banking,BUY,81,1630.05,132034.05,39.61,132.03,132205.69,Angel One,NSE,INR
TXN01117,06-03-2024,TATAMOTORS,Auto,SELL,61,1073.04,65455.44,19.64,65.46,65370.34,Angel One,NSE,INR
TXN01118,26-08-2023,RELIANCE,Energy,BUY,9,,23623.83,7.09,23.62,23654.54,HDFC Sec,NSE,INR
TXN01119,12-05-2024,ICICIBANK,Banking,SELL,44,1197.41,52686.04,15.81,52.69,52617.54,HDFC Sec,NSE,INR
TXN01120,08-11-2023,TATAMOTORS,Auto,SELL,57,1047.44,59704.08,17.91,59.7,59626.47,HDFC Sec,NSE,INR
TXN01121,24-09-2023,INFY,IT,BUY,40,1959.1,78364,23.51,78.36,78465.87,Groww,NSE,INR
TXN01122,01-06-2023,SBIN,Banking,BUY,37,778.87,28818.19,8.65,28.82,28855.66,Upstox,NSE,INR
TXN01123,20-10-2023,WIPRO,IT,BUY,22,503.26,11071.72,3.32,11.07,11086.11,Groww,NSE,INR
TXN01124,15-06-2023,INFY,IT,BUY,89,1928.15,171605.35,51.48,171.61,171828.44,Groww,NSE,INR
TXN01125,27-03-2024,TCS,IT,BUY,41,3363.15,137889.15,41.37,137.89,138068.41,Upstox,NSE,INR
TXN01126,21-11-2023,ICICIBANK,Banking,BUY,72,1113.58,80177.76,24.05,80.18,80281.99,Upstox,NSE,INR
TXN01127,05-11-2023,INFY,IT,BUY,70,1683.28,117829.6,35.35,117.83,117982.78,Zerodha,NSE,INR
TXN01128,14-04-2024,RELIANCE,Energy,BUY,64,2719.83,174069.12,52.22,174.07,174295.41,Upstox,NSE,INR
TXN01129,30-10-2023,INFY,IT,SELL,95,1489.75,141526.25,42.46,141.53,141342.26,Angel One,NSE,INR
TXN01130,28-03-2024,WIPRO,IT,BUY,97,581.85,56439.45,16.93,56.44,56512.82,Upstox,NSE,INR
TXN01131,30-04-2023,TCS,IT,BUY,6,4171.02,25026.12,7.51,25.03,25058.66,Upstox,NSE,INR
TXN01132,01-01-2024,RELIANCE,Energy,SELL,29,2717.37,78803.73,23.64,78.8,78701.29,Zerodha,NSE,INR
TXN01133,23-06-2024,ICICIBANK,Banking,BUY,83,1065.81,88462.23,26.54,88.46,88577.23,Groww,NSE,INR
TXN01134,31-03-2023,WIPRO,IT,SELL,11,463.44,5097.84,1.53,5.1,5091.21,HDFC Sec,NSE,INR
TXN01135,05-01-2024,BAJFINANCE,Finance,BUY,41,6449.18,264416.38,79.32,264.42,264760.12,Angel One,NSE,INR
TXN01136,31-01-2024,INFY,IT,SELL,55,1863.38,102485.9,30.75,102.49,102352.66,Upstox,NSE,INR
TXN01137,01-04-2024,RELIANCE,Energy,SELL,45,2619.11,117859.95,35.36,117.86,117706.73,HDFC Sec,NSE,INR
TXN01138,29-03-2024,TCS,IT,SELL,57,3567.36,203339.52,61,203.34,203075.18,Upstox,NSE,INR
TXN01139,23-05-2023,INFY,IT,SELL,55,1910.48,105076.4,31.52,105.08,104939.8,HDFC Sec,NSE,INR
TXN01140,01-05-2024,MARUTI,Auto,SELL,27,10947.79,295590.33,88.68,295.59,295206.06,HDFC Sec,NSE,INR
TXN01141,01-04-2023,ICICIBANK,Banking,SELL,76,1069.9,81312.4,24.39,81.31,81206.7,Zerodha,NSE,INR
TXN01142,29-06-2023,BAJFINANCE,Finance,SELL,35,7395.66,258848.1,77.65,258.85,258511.6,HDFC Sec,NSE,INR
TXN01143,24-07-2023,SBIN,Banking,BUY,97,861.09,83525.73,25.06,83.53,83634.32,Groww,NSE,INR
TXN01144,06-11-2023,BAJFINANCE,Finance,BUY,63,6651.56,419048.28,125.71,419.05,419593.04,HDFC Sec,NSE,INR
